Open-1,Open-2,Open-3,High-1,High-2,High-3,Low-1,Low-2,Low-3,Volume-1,Volume-2,Volume-3,Target
111.79,116.58,115.93,114.21,116.89,116.53,111.76,114.86,114.42,49793750.0,58279570.0,43218350.0,110.27
145.52,145.77,145.13,146.07,146.7,147.16,144.61,145.12,145.11,21247590.0,19082170.0,35421310.0,146.87
174.17,174.68,170.8,176.02,175.42,171.47,174.1,174.5,169.68,20848660.0,16339690.0,33113340.0,174.87
129.08,130.97,132.85,129.62,132.97,132.92,128.31,130.7,130.32,45970470.0,55204920.0,73006780.0,127.74
365.0,360.7,364.41,368.79,365.0,365.32,358.52,357.57,353.02,48155850.0,34380630.0,51314210.0,364.0
94.6,95.7,96.49,95.66,96.5,96.89,94.37,95.62,96.05,30877540.0,24460850.0,28877500.0,95.39
116.86,116.81,117.1,117.38,116.91,117.74,116.33,116.28,117.0,24100150.0,22527690.0,23492650.0,117.25
167.41,172.86,174.65,171.66,175.08,175.57,167.28,172.35,172.85,31384720.0,36054570.0,28204640.0,166.96
184.85,185.8,188.35,187.33,188.39,188.99,183.74,185.79,185.92,39017490.0,26148590.0,31440300.0,183.9
155.19,145.74,147.16,155.19,146.09,147.45,146.02,142.51,145.15,64782910.0,72187710.0,34089190.0,155.25
111.09,107.12,107.71,111.09,108.87,107.81,105.83,106.55,104.08,57097740.0,34117030.0,50901380.0,109.88
197.77,200.29,198.68,200.99,201.57,199.5,197.35,199.57,197.05,26067510.0,20899720.0,31110640.0,198.43
107.25,104.64,102.65,107.27,105.72,105.72,105.24,103.13,102.53,52955310.0,46461610.0,45114590.0,107.83
104.81,105.58,106.27,105.84,106.0,107.65,104.77,105.28,106.18,30148360.0,26781730.0,39546610.0,106.05
133.47,135.52,135.67,135.09,136.27,135.9,133.25,134.62,134.84,33054500.0,35578640.0,22539860.0,133.08
175.05,174.3,172.63,175.08,174.87,172.92,173.34,171.86,167.16,20591090.0,26387240.0,41459120.0,175.1
107.12,107.71,106.57,108.87,107.81,107.68,106.55,104.08,106.16,34117030.0,50901380.0,32230590.0,111.09
191.64,193.07,193.63,193.42,193.94,194.08,191.35,192.36,191.92,26190620.0,21535570.0,20912820.0,187.99
109.26,110.86,112.31,111.19,112.43,114.7,109.16,110.6,112.31,29976030.0,27049830.0,34324350.0,109.5
159.65,160.14,160.1,160.56,162.0,163.12,159.27,159.93,160.0,25184600.0,25649890.0,29451050.0,160.43
141.26,141.5,139.39,141.58,141.74,141.22,140.61,140.35,138.62,20299310.0,22355140.0,23531670.0,139.85
111.74,110.19,110.0,111.77,110.19,112.28,109.41,108.21,109.49,46717770.0,61747260.0,52720620.0,110.63
230.05,230.78,227.96,233.47,232.35,228.41,229.78,226.73,220.58,28540490.0,31961120.0,33507770.0,227.25
188.77,188.23,187.6,188.84,189.65,188.75,186.21,187.65,186.87,23129400.0,17186760.0,22409110.0,186.35
199.62,201.02,203.16,202.05,212.14,206.44,199.15,200.83,202.59,22481890.0,47539790.0,36547440.0,201.3
200.2,201.3,199.62,203.53,202.76,202.05,199.39,199.29,199.15,27009520.0,24619750.0,22481890.0,195.41
100.78,101.31,101.41,101.76,101.58,102.24,100.4,100.27,100.15,31538710.0,27148530.0,33490630.0,102.39
210.16,206.43,208.39,210.45,206.98,209.48,207.2,204.22,207.32,21162560.0,20059570.0,19216820.0,208.5
255.94,264.89,241.95,270.0,279.92,259.08,248.0,252.95,240.0,104618500.0,92683030.0,80605870.0,277.39
267.27,258.31,261.07,268.25,259.53,263.31,263.45,256.29,260.68,23693550.0,29377270.0,16810390.0,266.6
94.79,96.47,95.42,97.34,96.71,96.04,94.35,95.4,94.28,64332440.0,40814360.0,37190500.0,93.79
110.98,108.53,110.08,111.46,110.25,110.51,109.55,108.11,109.46,26538700.0,30790930.0,32361930.0,111.4
108.91,107.28,107.4,109.52,107.37,107.72,105.81,105.57,106.45,96197190.0,47507230.0,32728460.0,112.02
280.53,284.69,284.82,284.25,284.89,289.98,280.37,282.92,284.7,24677880.0,12119710.0,23334000.0,282.23
125.03,126.04,125.72,125.76,126.37,127.15,124.32,125.04,125.58,41365600.0,31695870.0,33559770.0,121.94
190.5,190.0,178.37,194.97,190.7,181.47,189.46,184.99,175.51,36191330.0,41626820.0,67678680.0,188.39
107.83,107.25,104.64,108.76,107.27,105.72,107.07,105.24,103.13,42250480.0,52955310.0,46461610.0,107.9
184.1,186.29,183.82,186.21,187.19,187.3,183.8,182.91,183.42,17352380.0,22551660.0,17675210.0,185.23
108.57,107.39,107.41,108.75,107.88,107.95,107.68,106.68,106.31,23606240.0,25001730.0,27744300.0,108.59
187.79,185.26,185.42,187.95,186.41,188.43,183.54,184.28,185.2,13954810.0,16543880.0,17426160.0,183.82
149.9,149.1,159.28,150.33,150.22,159.75,148.13,148.41,156.16,19690420.0,33669020.0,69726440.0,149.89
169.71,171.19,171.8,171.44,173.32,172.37,169.49,170.99,170.3,18958570.0,25323890.0,17154540.0,171.25
160.4,156.86,148.15,162.11,158.16,151.55,155.3,149.63,146.59,64398230.0,95497900.0,37169230.0,166.0
370.0,375.41,376.72,375.78,378.62,381.5,369.87,372.23,376.36,29663910.0,28106110.0,29272970.0,367.85
163.25,166.11,166.96,166.15,169.0,168.98,160.23,164.56,165.93,60800480.0,40613260.0,32644590.0,156.25
111.78,110.8,111.34,112.0,111.75,114.17,110.53,110.11,110.82,38794930.0,29723750.0,48929200.0,110.93
210.16,209.22,211.75,210.56,210.74,213.81,208.26,208.33,211.47,20679270.0,28595230.0,27595310.0,207.7
125.72,127.74,129.08,127.15,128.57,129.62,125.58,127.35,128.31,33559770.0,35987630.0,45970470.0,126.04
136.23,136.43,137.38,136.75,137.12,137.48,135.98,136.11,136.3,24487200.0,20769030.0,20762360.0,135.1
97.39,98.92,98.7,98.99,99.3,100.13,97.32,98.5,98.6,38885980.0,30031410.0,36464530.0,97.41
247.42,248.97,244.76,249.25,249.75,245.3,246.72,242.57,241.21,24143240.0,35709870.0,31130520.0,243.16
218.5,220.24,220.78,219.62,222.28,221.36,215.3,219.15,217.29,26869880.0,26388050.0,95584080.0,217.79
293.79,299.84,297.16,299.96,300.9,304.44,292.75,297.48,297.16,29644640.0,27877660.0,33090950.0,297.15
108.86,108.59,108.57,109.1,109.32,108.75,107.85,108.53,107.68,25784420.0,21236850.0,23606240.0,108.77
188.23,187.6,187.72,189.65,188.75,188.0,187.65,186.87,186.78,17186760.0,22409110.0,18503410.0,188.77
286.53,281.1,257.26,297.88,286.0,278.41,286.5,272.96,256.37,49678430.0,80151380.0,106721200.0,300.95
111.65,113.76,110.27,112.56,114.02,113.28,110.32,109.77,109.9,54507300.0,84757780.0,62800770.0,108.97
236.39,233.37,235.09,237.65,235.24,236.15,234.88,233.2,233.52,23040480.0,19286690.0,17272900.0,234.9
114.0,114.33,116.7,115.58,115.5,119.23,113.7,114.1,116.33,42276880.0,41430660.0,59251740.0,111.34
209.98,205.55,199.0,210.12,206.01,199.85,206.75,202.25,193.79,25289270.0,34317760.0,50991030.0,205.97
200.81,199.2,201.85,201.4,201.51,203.73,198.41,198.81,201.56,25338630.0,20578020.0,17897140.0,203.35
246.52,252.75,250.74,258.68,255.87,255.52,246.36,247.05,249.4,63140170.0,51054150.0,41994110.0,250.75
284.82,291.12,289.46,289.98,293.97,292.69,284.7,288.12,285.22,23334000.0,36592940.0,36059610.0,284.69
204.9,204.4,203.06,205.0,205.97,203.4,202.12,203.86,199.11,18612770.0,22010360.0,45751160.0,206.83
159.26,159.9,156.6,161.27,160.0,158.57,159.11,154.63,156.07,26060430.0,39636190.0,26208970.0,158.6
186.23,190.02,195.34,189.49,196.33,197.69,184.73,189.81,190.78,31003380.0,50943120.0,42287640.0,188.35
116.1,114.08,110.43,116.52,114.35,111.9,114.68,111.63,105.65,48079330.0,68176940.0,127246600.0,116.43
120.45,120.0,119.55,120.45,120.81,120.1,119.73,119.77,119.5,29922650.0,21982000.0,23191150.0,119.4
188.5,189.53,191.08,189.78,191.41,191.84,187.61,189.31,190.9,18776390.0,18000180.0,12506830.0,190.71
146.87,145.52,145.77,146.87,146.07,146.7,144.94,144.61,145.12,24877950.0,21247590.0,19082170.0,143.66
96.25,95.94,92.91,96.89,96.29,94.66,95.35,95.25,92.65,29124140.0,32042290.0,75219710.0,94.94
189.75,191.78,189.69,191.87,191.8,192.55,189.2,189.93,189.69,15515000.0,16365720.0,20182050.0,191.52
116.37,116.26,115.2,117.42,116.82,115.57,115.21,115.65,112.27,45179400.0,32461350.0,45555300.0,116.9
175.69,175.94,174.67,177.75,176.0,175.49,173.97,174.54,173.94,27413060.0,19238480.0,20755140.0,174.28
211.15,216.88,219.05,215.18,220.45,222.36,209.27,216.62,216.81,36487930.0,38016810.0,52954070.0,219.19
258.74,258.69,258.3,260.35,260.44,262.47,258.11,256.85,258.28,23735080.0,17520500.0,20507460.0,256.77
323.5,316.14,316.77,324.24,318.71,323.44,316.5,313.09,315.63,31380450.0,28236270.0,33449100.0,315.77
190.03,187.88,185.14,190.16,189.22,186.33,188.26,187.2,183.45,61438290.0,18458410.0,33538550.0,191.55
220.54,220.9,225.07,220.96,224.58,228.22,217.28,220.79,224.2,25361290.0,26318580.0,36187160.0,220.0
111.13,111.43,110.78,111.87,112.47,112.03,110.95,111.39,110.07,11475920.0,27054320.0,28507780.0,111.36
114.32,116.04,116.43,116.31,117.65,117.44,114.01,115.5,116.01,42876370.0,40827260.0,34525630.0,116.04
247.24,249.54,257.33,249.17,255.93,257.85,237.26,249.16,255.38,34790520.0,37781330.0,25817950.0,244.76
153.58,154.34,153.9,155.45,154.45,155.81,152.89,153.46,153.78,27715140.0,25277680.0,26591850.0,153.17
172.63,170.43,169.95,172.92,172.14,171.67,167.16,168.44,168.5,41459120.0,41484540.0,39735110.0,174.3
243.16,247.42,248.97,246.73,249.25,249.75,242.88,246.72,242.57,18369300.0,24143240.0,35709870.0,244.51
192.42,191.55,190.03,192.88,191.57,190.16,190.44,190.22,188.26,21480120.0,21584720.0,61438290.0,191.39
105.01,105.0,103.91,106.48,105.65,105.3,104.62,104.51,103.91,33655810.0,27997990.0,52979780.0,106.93
123.15,122.32,122.6,123.5,122.57,122.64,122.27,121.71,120.91,36912040.0,33400950.0,42832890.0,123.38
190.68,192.45,193.06,191.96,193.66,194.85,189.56,192.05,192.43,15955820.0,18680930.0,16553500.0,191.78
247.18,228.08,236.36,251.83,228.5,247.69,228.0,212.61,234.3,100423300.0,84188210.0,71882770.0,247.39
94.2,95.2,94.0,95.74,95.9,94.07,93.68,93.82,92.68,56770080.0,40984160.0,35850220.0,93.97
177.91,174.94,175.48,178.25,175.85,177.12,176.13,174.27,175.07,23273160.0,31686450.0,24518850.0,175.21
170.78,173.36,175.1,173.7,175.0,175.5,170.78,173.05,174.65,25047130.0,25558680.0,14026670.0,170.29
216.42,213.9,205.53,221.37,218.03,206.43,211.3,206.74,201.63,69281360.0,54017920.0,40862120.0,208.76
204.1,208.5,210.16,205.72,209.32,210.45,203.32,206.66,207.2,15957630.0,21007650.0,21162560.0,207.86
258.3,261.55,261.13,262.47,262.79,264.78,258.28,260.92,261.07,20507460.0,21847230.0,25817590.0,258.69
284.69,284.82,291.12,284.89,289.98,293.97,282.92,284.7,288.12,12119710.0,23334000.0,36592940.0,280.53
110.12,111.95,111.36,111.99,112.42,111.51,110.01,111.4,110.33,29164190.0,25931710.0,27420550.0,109.72
116.04,115.19,112.18,116.94,115.39,112.68,115.51,112.85,109.79,29158640.0,46810020.0,64678220.0,117.64
99.02,97.6,97.79,99.54,97.84,98.27,98.33,96.63,97.45,29139100.0,40170200.0,28487570.0,99.6
227.03,227.93,232.95,227.79,230.44,237.64,225.64,227.3,232.31,19029420.0,28962980.0,41990210.0,225.82
300.46,303.22,305.64,303.24,305.17,310.35,298.87,301.97,304.29,35583440.0,28803760.0,33511990.0,295.06
154.01,153.63,154.18,155.09,153.86,155.44,153.91,152.46,154.05,16216800.0,20088940.0,21215870.0,154.26
320.54,320.93,304.3,324.09,322.68,313.49,318.75,308.29,302.22,31685810.0,49897100.0,43496400.0,324.45
115.02,117.7,117.35,116.75,118.69,117.98,114.72,116.2,116.75,36087910.0,63963010.0,37512930.0,114.31
167.64,164.88,172.58,168.75,172.01,174.23,164.88,164.77,172.08,30237640.0,34581850.0,26750260.0,167.88
162.09,160.86,160.5,162.24,161.15,162.05,160.36,158.53,159.89,21905160.0,28411740.0,31506890.0,162.71
112.11,108.89,107.88,112.3,108.95,108.0,109.73,106.94,106.23,46873670.0,60784920.0,32340620.0,111.62
115.66,112.21,113.67,116.49,114.3,115.37,113.72,111.87,113.66,63712340.0,73991000.0,46594220.0,116.25
200.58,207.03,208.0,208.38,208.74,209.25,200.35,205.48,207.07,62317430.0,33408050.0,25396100.0,199.13
214.65,216.6,217.15,217.05,216.9,218.74,214.6,215.11,216.33,18505780.0,18457720.0,20400770.0,214.1
317.75,320.75,324.66,322.35,323.44,326.2,317.21,318.93,322.3,20254650.0,21910700.0,26122800.0,319.25
159.07,160.43,159.65,160.47,160.74,160.56,158.88,158.55,159.27,19376940.0,19782170.0,25184600.0,158.23
126.04,125.72,127.74,126.37,127.15,128.57,125.04,125.58,127.35,31695870.0,33559770.0,35987630.0,125.03
116.55,115.29,118.98,116.79,119.25,119.86,114.22,115.11,117.81,41511380.0,57717870.0,32063100.0,117.05
107.88,106.64,106.93,108.0,108.09,106.93,106.23,106.06,105.52,32340620.0,30576980.0,31416910.0,108.89
156.41,154.15,154.11,156.73,155.14,154.48,152.62,151.7,151.74,30273990.0,23046560.0,25418110.0,157.5
112.71,113.06,113.4,113.05,114.31,113.66,112.28,112.63,112.69,21634520.0,29707270.0,21400410.0,112.46
98.84,96.0,96.31,98.89,96.76,96.9,96.09,95.8,95.92,38866100.0,35290570.0,34240470.0,96.67
148.3,155.84,157.5,157.23,156.77,158.52,146.72,150.07,154.55,58133850.0,51608850.0,41740600.0,148.15
223.52,225.75,222.15,228.35,226.84,222.95,222.57,222.52,217.27,41411350.0,31801970.0,36810120.0,224.94
196.05,199.68,200.37,200.29,199.88,200.61,195.21,197.31,198.03,26551000.0,21124240.0,21513990.0,192.9
102.39,100.78,101.31,102.83,101.76,101.58,100.96,100.4,100.27,35890740.0,31538710.0,27148530.0,102.37
205.53,197.99,196.31,206.43,198.65,198.07,201.63,192.58,194.04,40862120.0,52392970.0,35824790.0,213.9
223.82,224.79,227.95,226.44,225.84,229.42,223.54,224.02,226.35,29729270.0,22560440.0,23171020.0,221.0
173.49,165.0,171.66,174.49,170.09,171.79,168.3,163.33,167.0,41678680.0,61759000.0,45968040.0,171.76
144.29,143.73,143.6,144.52,144.18,143.88,143.45,143.27,142.9,21131040.0,16658660.0,18904680.0,144.22
241.16,242.1,244.51,242.2,243.24,244.8,239.62,241.22,241.81,22684000.0,19932550.0,17916260.0,237.52
332.14,347.9,349.31,345.61,354.77,351.06,332.01,346.09,335.48,36928090.0,41662940.0,50415610.0,330.25
96.31,96.4,93.98,96.9,96.5,96.38,95.92,94.55,93.32,34240470.0,31851180.0,36192150.0,96.0
104.61,105.52,106.34,106.31,106.47,106.5,104.59,104.96,105.19,38236730.0,34394830.0,43607120.0,103.96
109.5,109.26,110.86,110.36,111.19,112.43,109.19,109.16,110.6,26160560.0,29976030.0,27049830.0,110.0
171.8,173.67,176.35,173.95,175.65,179.39,171.71,173.54,176.21,30953760.0,33772050.0,37353670.0,172.83
270.8,262.74,268.7,271.7,267.37,270.07,259.0,261.23,264.7,50721830.0,42223820.0,40529120.0,250.9
183.08,186.51,191.81,185.47,191.92,195.37,182.15,185.77,191.62,22526310.0,30684390.0,26220850.0,184.28
116.93,118.7,120.99,119.3,120.69,121.22,116.06,118.27,119.45,85436210.0,51106100.0,49305220.0,115.4
176.42,177.95,176.23,179.35,179.23,177.99,176.0,176.67,174.99,28481170.0,21218410.0,27043580.0,178.92
116.81,117.1,117.95,116.91,117.74,118.36,116.28,117.0,117.31,22527690.0,23492650.0,46820600.0,116.86
153.21,154.26,154.01,154.13,154.45,155.09,152.0,152.72,153.91,26204670.0,18631540.0,16216800.0,153.89
154.2,157.5,156.41,157.66,157.88,156.73,153.26,155.98,152.62,29616190.0,33259460.0,30273990.0,153.08
106.34,105.93,105.25,106.5,107.65,107.29,105.19,105.14,105.21,43607120.0,35454230.0,32345430.0,105.52
159.28,157.05,156.07,159.75,157.21,157.4,156.16,155.02,155.69,69726440.0,26604140.0,20514810.0,149.1
110.78,111.6,110.37,112.03,112.2,110.94,110.07,110.27,109.03,28507780.0,36151450.0,37034520.0,111.43
96.0,96.31,96.4,96.76,96.9,96.5,95.8,95.92,94.55,35290570.0,34240470.0,31851180.0,98.84
153.6,151.27,153.38,154.57,153.34,153.98,149.71,151.13,152.63,50674280.0,33520150.0,26892850.0,155.94
135.1,136.23,136.43,135.83,136.75,137.12,135.1,135.98,136.11,22163280.0,24487200.0,20769030.0,135.67
175.23,175.88,178.25,177.75,177.5,184.25,173.8,174.44,178.17,66454720.0,33944110.0,56137230.0,166.41
108.77,108.86,108.59,109.69,109.1,109.32,108.36,107.85,108.53,25108890.0,25784420.0,21236850.0,109.23
155.81,156.06,155.97,156.73,158.0,156.98,155.49,155.1,155.75,16243080.0,15603520.0,16861450.0,154.97
149.89,149.9,149.1,150.23,150.33,150.22,149.19,148.13,148.41,17192770.0,19690420.0,33669020.0,153.75
110.82,111.29,110.93,112.45,111.52,112.1,110.68,109.56,110.49,32970790.0,44434220.0,37622200.0,112.73
218.01,224.94,223.52,224.3,225.0,228.35,216.56,219.84,222.57,35644510.0,49118510.0,41411350.0,220.95
171.66,170.4,170.49,171.79,171.92,172.57,167.0,169.02,169.55,45968040.0,35474680.0,31754210.0,165.0
157.23,159.29,163.89,157.83,163.6,168.07,156.78,158.7,163.72,16916650.0,44387770.0,44651420.0,156.91
95.49,95.39,94.6,96.47,95.4,95.66,95.33,94.46,94.37,25982080.0,27553750.0,30877540.0,94.44
156.6,159.32,160.66,158.57,160.21,162.2,156.07,158.75,160.14,26208970.0,22074760.0,29377630.0,159.9
219.05,209.55,204.3,222.36,213.65,204.39,216.81,205.43,198.17,52954070.0,91046560.0,66072170.0,216.88
149.56,151.29,152.5,151.82,154.53,153.97,148.52,149.63,150.86,40622910.0,45034370.0,35661200.0,148.7
199.0,191.63,193.9,199.85,197.18,194.48,193.79,191.45,185.93,50991030.0,46725710.0,60547340.0,205.55
247.39,247.18,228.08,252.84,251.83,228.5,242.61,228.0,212.61,67964260.0,100423300.0,84188210.0,239.77
120.79,123.13,121.85,123.49,123.82,122.69,120.7,121.62,120.18,45479260.0,44829060.0,39483400.0,119.87
113.38,113.63,113.25,114.18,114.72,115.5,112.52,113.3,112.37,50278030.0,35678360.0,50061580.0,113.67
190.71,188.5,189.53,191.28,189.78,191.41,190.18,187.61,189.31,15801370.0,18776390.0,18000180.0,189.5
117.52,116.45,116.65,118.02,117.11,117.2,116.2,116.4,115.43,20686510.0,14979680.0,30555900.0,116.52
177.3,177.25,174.51,179.44,177.3,174.95,176.82,173.2,170.53,32395870.0,51368540.0,41438280.0,177.3
318.58,317.92,320.25,319.99,319.56,323.33,317.31,315.65,317.52,25458120.0,26117990.0,36634380.0,317.19
204.3,201.92,205.97,204.39,204.72,210.06,198.17,201.69,204.13,66072170.0,31774720.0,33291640.0,209.55
161.95,163.05,169.79,164.75,167.54,173.09,161.65,162.88,169.0,32483310.0,40382890.0,50908540.0,158.5
160.29,157.07,158.5,161.0,157.89,163.89,155.03,150.24,157.51,54145930.0,70583530.0,60774900.0,163.09
281.1,257.26,282.28,286.0,278.41,301.44,272.96,256.37,277.72,80151380.0,106721200.0,85349340.0,286.53
109.72,110.12,111.95,110.54,111.99,112.42,109.66,110.01,111.4,28310840.0,29164190.0,25931710.0,109.81
116.44,113.85,112.83,116.69,114.57,113.51,114.02,112.44,107.86,56005550.0,51861990.0,73230280.0,113.25
142.9,144.11,144.73,144.75,145.95,145.85,142.9,143.37,144.38,18527000.0,21080580.0,18647220.0,143.02
189.53,191.08,191.52,191.41,191.84,192.65,189.31,190.9,190.42,18000180.0,12506830.0,15009800.0,188.5
107.39,107.41,106.62,107.88,107.95,107.44,106.68,106.31,106.29,25001730.0,27744300.0,24900130.0,108.57
109.63,109.1,109.23,110.23,109.37,109.6,109.21,108.34,109.02,33754680.0,25328680.0,21918340.0,108.14
110.43,94.87,111.11,111.9,108.8,111.11,105.65,92.0,103.5,127246600.0,161882500.0,102731700.0,114.08
351.41,354.64,351.34,353.45,356.56,359.46,349.22,345.15,351.15,24205100.0,66118950.0,33861320.0,355.15
171.76,173.49,165.0,174.78,174.49,170.09,170.42,168.3,163.33,42704910.0,41678680.0,61759000.0,180.95
128.31,129.13,130.54,129.19,130.5,132.09,128.16,128.9,130.45,24460160.0,26784530.0,38158410.0,127.98
170.6,166.84,165.67,171.22,166.92,166.33,165.43,164.09,161.22,65270950.0,36396590.0,33674960.0,174.95
295.06,300.46,303.22,301.0,303.24,305.17,294.46,298.87,301.97,36937800.0,35583440.0,28803760.0,289.17
257.33,257.05,256.77,257.85,258.19,257.49,255.38,256.32,255.37,25817950.0,19974430.0,18966120.0,249.54
201.92,205.97,209.98,204.72,210.06,210.12,201.69,204.13,206.75,31774720.0,33291640.0,25289270.0,204.3
175.04,170.0,168.39,175.09,172.68,169.92,171.26,168.6,164.94,36387880.0,41335980.0,40984540.0,175.24
194.7,191.55,192.9,196.79,193.59,194.96,193.6,190.3,192.17,21674630.0,18761470.0,14669140.0,193.95
107.52,108.23,108.71,108.37,108.94,108.9,107.16,108.01,107.76,28010430.0,26296260.0,23839880.0,106.27
215.83,222.6,217.71,223.25,224.23,221.38,214.7,214.54,216.75,38681170.0,39992120.0,29027340.0,219.79
154.18,154.97,155.81,155.44,155.49,156.73,154.05,154.56,155.49,21215870.0,17223790.0,16243080.0,153.63
185.18,184.99,186.55,187.67,186.22,187.4,184.75,183.67,185.22,42557530.0,28053230.0,23141260.0,178.25
119.87,120.79,123.13,121.36,123.49,123.82,119.61,120.7,121.62,32152870.0,45479260.0,44829060.0,120.99
159.29,163.89,167.9,163.6,168.07,169.65,158.7,163.72,166.94,44387770.0,44651420.0,35779520.0,157.23
154.97,155.81,156.06,155.49,156.73,158.0,154.56,155.49,155.1,17223790.0,16243080.0,15603520.0,154.18
112.83,110.17,109.07,113.51,111.54,109.62,107.86,108.73,107.31,73230280.0,66300930.0,63849470.0,113.85
116.04,116.43,116.1,117.65,117.44,116.52,115.5,116.01,114.68,40827260.0,34525630.0,48079330.0,114.32
263.75,263.68,265.8,264.88,265.78,267.43,262.1,263.01,264.23,22395560.0,25093670.0,21700900.0,261.13
108.14,109.63,109.1,109.54,110.23,109.37,108.08,109.21,108.34,25704330.0,33754680.0,25328680.0,107.78
200.29,198.68,203.17,201.57,199.5,204.49,199.57,197.05,200.65,20899720.0,31110640.0,27316740.0,197.77
116.79,117.88,117.33,117.44,118.17,117.84,115.72,117.13,116.78,35041820.0,35626020.0,23583810.0,117.35
173.87,170.32,175.49,174.44,173.07,179.12,172.02,169.5,175.35,24755470.0,23985960.0,31123000.0,174.67
99.68,99.44,99.6,100.73,100.47,100.4,98.64,99.25,98.82,56293490.0,36299460.0,42268040.0,98.67
344.72,333.25,351.46,347.8,345.68,353.2,334.22,332.58,344.72,50036510.0,34702230.0,41357180.0,349.31
99.56,100.0,99.83,100.0,100.46,101.0,99.34,99.74,99.13,23766360.0,26219110.0,32690080.0,98.7
195.34,191.51,191.66,197.69,191.98,192.88,190.78,186.6,184.58,42287640.0,43751810.0,49696100.0,190.02
143.32,143.78,143.66,144.48,144.5,146.74,142.21,142.2,143.66,31642900.0,50264540.0,32203640.0,147.5
159.1,154.83,163.09,163.88,163.72,163.4,156.0,154.0,159.07,72215320.0,68171940.0,51467440.0,166.0
96.67,98.84,96.0,98.21,98.89,96.76,96.15,96.09,95.8,44811800.0,38866100.0,35290570.0,95.02
107.59,106.96,108.58,107.69,109.43,108.7,106.18,106.86,107.18,26639930.0,30912260.0,25184090.0,109.0
113.05,113.85,114.35,114.12,113.99,114.94,112.51,112.44,114.0,34494150.0,35951900.0,31048170.0,115.19
204.28,210.62,210.88,207.16,212.73,213.35,203.84,210.03,210.32,28813620.0,24431920.0,26919530.0,203.46
235.09,234.59,237.52,236.15,237.58,240.99,233.52,234.29,237.32,17272900.0,24377170.0,22367480.0,233.37
135.67,135.1,136.23,135.9,135.83,136.75,134.84,135.1,135.98,22539860.0,22163280.0,24487200.0,135.52
321.47,324.19,324.74,327.22,326.22,325.98,321.47,323.35,322.85,28432570.0,23686890.0,20028450.0,323.6
144.45,144.88,143.69,144.96,145.3,144.79,143.78,143.1,142.72,22986960.0,14277850.0,21550270.0,144.71
191.17,191.35,191.39,192.0,191.97,192.61,189.77,190.21,191.15,26580710.0,18069930.0,16859020.0,194.14
147.17,145.01,144.49,148.28,146.16,146.11,145.38,143.62,143.16,25674500.0,24725210.0,22052920.0,145.13
324.66,324.39,323.35,326.2,325.62,331.75,322.3,320.78,323.23,26122800.0,21890090.0,34312550.0,320.75
172.86,174.65,172.4,175.08,175.57,173.94,172.35,172.85,170.34,36054570.0,28204640.0,31644240.0,167.41
156.07,157.06,158.6,157.4,158.92,161.83,155.69,156.67,158.27,20514810.0,21827400.0,36127490.0,157.05
